Date,Year,Week,Description,Amount,Level 1,Level 2,Level 3,Transaction Type,Payment Mode
23/05/24,2024,21,AllMarket,80,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
23/05/24,2024,21,AllMarket,45,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
23/05/24,2024,21,Parking - Manipal Hospital Hebbal,70,Regular,Car,Parking,UPI,Google Pay
23/05/24,2024,21,Optimum Nutrition Gold Whey Protein - 2.5kg,114,Regular,Health & Wellness,Supplements,Digital Wallet,Tata Neu
23/05/24,2024,21,Bonus Reward - Tata 1MG,-338.52,Regular,Credit,Cashback,Digital Wallet,Tata Neu
24/05/24,2024,21,Swiggy Breakfast,215,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
24/05/24,2024,21,Swiggy Dinner,242,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
24/05/24,2024,21,AllMarket,45,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
24/05/24,2024,21,Snacks - Tawoon Restaurant,75,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
24/05/24,2024,21,Parking - Bhartiya Mall,90,Regular,Car,Parking,Credit Card,HDFC TataNeu Infinity
24/05/24,2024,21,Car Wash - May’24,300,Regular,Car,Car Wash & Detailing,UPI,Google Pay
25/05/24,2024,21,Decathlon - Gym Gloves,699,Regular,Health & Wellness,Gym,Credit Card,HDFC Diners Black
25/05/24,2024,21,Hole in the Wall Lunch with Duby,845,Regular,Food,Dine-out,Credit Card,HDFC Diners Black
25/05/24,2024,21,Pizza Express Orion Mall with Duby,1108.82,Regular,Food,Dine-out,Credit Card,HDFC Diners Black
25/05/24,2024,21,Birthday Gift - Duby - Forever’21 Gown,799.01,One-Time,Gifting,Birthday Gift,Credit Card,HDFC Diners Black
26/05/24,2024,21,HDFC Swiggy Cashback - May’24,-966,Regular,Credit,Cashback,Digital Wallet,Swiggy Money
26/05/24,2024,21,Swiggy Dinner,562,Regular,Food,Swiggy,Digital Wallet,Swiggy Money
26/05/24,2024,21,House Warming Gift - Sumangal & Anshul,3098,One-Time,Gifting,General Gift,Credit Card,HDFC Diners Black
26/05/24,2024,21,Adjustment - House Warming Gift - Sumangal & Anshul,-1033,One-Time,Gifting,General Gift,UPI,Google Pay
26/05/24,2024,21,AllMarket,174,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
26/05/24,2024,21,Sweets - A2B Shanthi Nagar,25,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
26/05/24,2024,21,Parking - Home Center Koramangala,30,Regular,Car,Parking,Credit Card,HDFC TataNeu Infinity
26/05/24,2024,21,AllMarket,25,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
26/05/24,2024,21,Snacks - Momos,210,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
26/05/24,2024,21,TataNeu Cashback - May’24,-1834,Regular,Credit,Cashback,Digital Wallet,Tata Neu
27/05/24,2024,22,Assassin’s Creed Forsaken Book,212,Regular,Shopping,Books,Credit Card,ICICI AmazonPay
27/05/24,2024,22,Assassin’s Creed Forsaken Book,100,Regular,Shopping,Books,Digital Wallet,AmazonPay
27/05/24,2024,22,Assassin’s Creed Forsaken Book,8,Regular,Shopping,Books,Digital Wallet,AmazonPay
27/05/24,2024,22,Swiggy Lunch,375,Regular,Food,Swiggy,Digital Wallet,Swiggy Money
27/05/24,2024,22,AllMarket,125,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
28/05/24,2024,22,AllMarket,129,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
28/05/24,2024,22,Instamart,305,Regular,Food,Groceries,Credit Card,HDFC Swiggy
28/05/24,2024,22,Instamart Refund,-80,Regular,Food,Groceries,Credit Card,HDFC Swiggy
28/05/24,2024,22,Swiggy Breakfast,267,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
28/05/24,2024,22,Swiggy Lunch,425,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
28/05/24,2024,22,Licious Chicken,408,Regular,Food,Groceries,Credit Card,HDFC Swiggy
28/05/24,2024,22,Swiggy Dinner,363,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
28/05/24,2024,22,Swiggy Lunch,29,Regular,Food,Swiggy,Digital Wallet,Swiggy Money
29/05/24,2024,22,AllMarket,45,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
29/05/24,2024,22,Swiggy Dinner,291,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
30/05/24,2024,22,AllMarket,95,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
30/05/24,2024,22,Instamart,322,Regular,Food,Groceries,Credit Card,HDFC Swiggy
30/05/24,2024,22,Swiggy Genie - Delivery of Dry Cleaned Clothes,97,Regular,Services,Logistics & Delivery,Credit Card,HDFC Swiggy
30/05/24,2024,22,Deadlift Straps - Figure 8,299,Regular,Health & Wellness,Gym,Credit Card,ICICI AmazonPay
31/05/24,2024,22,CRED Cashback - May’24,-89,Regular,Credit,Cashback,UPI,Cred
31/05/24,2024,22,AllMarket,279,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
31/05/24,2024,22,Puncture Repair,200,Regular,Car,Maintenance & Repair,Credit Card,HDFC TataNeu Infinity
31/05/24,2024,22,Optimum Nutrition Performance Whey Protein - 1kg,58,Regular,Health & Wellness,Supplements,Credit Card,HDFC TataNeu Infinity
31/05/24,2024,22,Swiggy Dinner,162,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
31/05/24,2024,22,Swiggy Dessert,230,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
31/05/24,2024,22,Optimum Nutrition Performance Whey Protein - 1kg,2173,Regular,Health & Wellness,Supplements,Digital Wallet,Tata Neu
31/05/24,2024,22,Bonus Reward - Tata 1MG,-2.88,Regular,Credit,Cashback,Digital Wallet,Tata Neu
01/06/24,2024,22,AmazonPay Wallet Reload - Gyftr Gift Card INR 1000,1029.5,Regular,Wallet Topup,AmazonPay,Credit Card,HDFC Diners Black
01/06/24,2024,22,AmazonPay Wallet Reload,-1000,Regular,Wallet Topup,AmazonPay,Digital Wallet,AmazonPay
01/06/24,2024,22,Tolls - BLR to MSR to SBY (165 + 155 + 55 + 30),405,Regular,Car,Toll,Digital Wallet,AmazonPay
01/06/24,2024,22,Bandipur Forest Green Fee,20,Regular,Car,Toll,Cash,Cash
01/06/24,2024,22,Bonus Reward - Tata 1MG Wellness Warrior,-150,Regular,Credit,Cashback,Digital Wallet,Tata Neu
01/06/24,2024,22,Car Wash - Jun’24,800,Regular,Car,Car Wash & Detailing,UPI,Google Pay
01/06/24,2024,22,Birthday Gift - Puspendu Ghosh - Shaving Kit,1000,One-Time,Gifting,Birthday Gift,Credit Card,HDFC Diners Black
02/06/24,2024,22,Tolls - SBY to MSR to BLR (30 + 55 + 155 + 170),410,Regular,Car,Toll,Digital Wallet,AmazonPay
02/06/24,2024,22,Swiggy Dinner,501,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
02/06/24,2024,22,Bandipur Forest Green Fee,20,Regular,Car,Toll,Cash,Cash
03/06/24,2024,23,Netflix - Jun’24,649,Regular,Subscription,OTT,Credit Card,HDFC Diners Black
03/06/24,2024,23,AllMarket,118,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
03/06/24,2024,23,Instamart,350,Regular,Food,Groceries,Credit Card,HDFC Swiggy
03/06/24,2024,23,Swiggy Breakfast,267,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
03/06/24,2024,23,Swiggy Lunch,257,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
03/06/24,2024,23,Swiggy Dinner,319,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
03/06/24,2024,23,Tips for BLR-MSR Expressway Highway Helper,300,Regular,Car,Maintenance & Repair,UPI,Google Pay
03/06/24,2024,23,Namma Yatri - Auto Fare - BMW Yelahanka to Home,230,Regular,Travel,Cabs,UPI,Google Pay
04/06/24,2024,23,Swiggy Breakfast,180,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
04/06/24,2024,23,Swiggy Lunch,507,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
05/06/24,2024,23,AllMarket,64,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
05/06/24,2024,23,AllMarket,188,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
05/06/24,2024,23,Swiggy Breakfast,289,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
05/06/24,2024,23,Jio Data Pack,239,Regular,Subscription,Mobile Data,Credit Card,ICICI AmazonPay
06/06/24,2024,23,Amazon Pay Cashback - Fastag Payments May’24,-2,Regular,Credit,Cashback,Digital Wallet,AmazonPay
06/06/24,2024,23,AllMarket,80,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
06/06/24,2024,23,AllMarket,49,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
06/06/24,2024,23,Swiggy Lunch,270,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
06/06/24,2024,23,Swiggy Dinner,547,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
07/06/24,2024,23,AllMarket,119,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
07/06/24,2024,23,Swiggy Lunch,239,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
08/06/24,2024,23,Tolls - BLR to MSR to SBY,425,Regular,Car,Toll,Digital Wallet,HDFC FasTag
08/06/24,2024,23,Breakfast - Ruchi Mane Restaurant,136,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
08/06/24,2024,23,Proposal for Duby - Rivertree Farmstays Airbnb,14000,One-Time,Gifting,Partner Gift,UPI,Google Pay
08/06/24,2024,23,Proposal for Duby - KhaimaPix Photography,5000,One-Time,Gifting,Partner Gift,UPI,Google Pay
08/06/24,2024,23,Proposal for Duby - Shareefkka Decor,8000,One-Time,Gifting,Partner Gift,UPI,Google Pay
08/06/24,2024,23,Proposal for Duby - Shareefkka Decor Tips,1000,One-Time,Gifting,Partner Gift,UPI,Google Pay
09/06/24,2024,23,Tolls - SBY to MSR to BLR,425,Regular,Car,Toll,Digital Wallet,HDFC FasTag
10/06/24,2024,24,Swiggy Lunch,209,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
10/06/24,2024,24,Swiggy Lunch Refund,-63,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
10/06/24,2024,24,Swiggy Dinner,426,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
11/06/24,2024,24,AllMarket,118,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
11/06/24,2024,24,Swiggy Lunch,186,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
11/06/24,2024,24,Swiggy Dinner,406,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
12/06/24,2024,24,Bodycraft Membership taken 21 March 2024 (3/9),1222.22,Regular,Health & Wellness,Haircare,Credit Card,AMEX MRCC
12/06/24,2024,24,Nykaa - Shower Gel & Beard Conditioner,1110,Regular,Health & Wellness,Bodycare,Credit Card,AMEX Gold
12/06/24,2024,24,AllMarket,198,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
12/06/24,2024,24,Movie - Bad Boys: Ride or Die - PVR Bhartiya Mall,190,Regular,Entertainment,Cinema,Credit Card,HDFC TataNeu Infinity
12/06/24,2024,24,PVR Snacks - Chicken Sausage Roll,250,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
12/06/24,2024,24,PVR Snacks - Magnum Ice Cream,99,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
12/06/24,2024,24,Swiggy Breakfast,363,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
13/06/24,2024,24,Parking - Bhartiya Mall,90,Regular,Car,Parking,Credit Card,HDFC TataNeu Infinity
13/06/24,2024,24,Swiggy Breakfast,267,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
13/06/24,2024,24,Swiggy Lunch,197,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
13/06/24,2024,24,Swiggy Dinner,363,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
14/06/24,2024,24,House-Warming Gift - Chandra & Garima,1649,One-Time,Gifting,General Gift,Credit Card,AMEX Gold
14/06/24,2024,24,AllMarket,136,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
14/06/24,2024,24,Swiggy Lunch,223,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
14/06/24,2024,24,Swiggy Dinner,187,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
15/06/24,2024,24,Swiggy Lunch,286,Regular,Food,Swiggy,Credit Card,OneCard
15/06/24,2024,24,Swiggy Lunch Refund,-86,Regular,Food,Swiggy,Credit Card,OneCard
15/06/24,2024,24,Hole in the Wall Breakfast,536,Regular,Food,Dine-out,Credit Card,HDFC Diners Black
15/06/24,2024,24,AllMarket,118,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
15/06/24,2024,24,Prints - FRTOL Exam Paper,16,Regular,Services,Stationery,Credit Card,HDFC TataNeu Infinity
16/06/24,2024,24,Swiggy Breakfast,257,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
16/06/24,2024,24,Swiggy Lunch,252,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
16/06/24,2024,24,AllMarket,129,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
16/06/24,2024,24,Swiggy Dinner,237,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
16/06/24,2024,24,Electricity Bill - Jun’24,269,Regular,Utilities,Electricity,UPI,Google Pay
17/06/24,2024,25,Instamart,645,Regular,Food,Groceries,Credit Card,HDFC Swiggy
17/06/24,2024,25,AllMarket,90,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
18/06/24,2024,25,Swiggy Dinner,247,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
18/06/24,2024,25,AllMarket,90,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
18/06/24,2024,25,AllMarket,80,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
19/06/24,2024,25,Swiggy Breakfast,172,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
19/06/24,2024,25,Swiggy Lunch,325,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
19/06/24,2024,25,Swiggy Dinner,197,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
19/06/24,2024,25,AllMarket,118,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
20/06/24,2024,25,Swiggy Lunch,425,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
20/06/24,2024,25,PVR Snacks - Gourmet Popcorn,440,Regular,Food,Dine-out,Credit Card,HDFC Diners Black
21/06/24,2024,25,Swiggy Breakfast,292,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
21/06/24,2024,25,Swiggy Dinner,336,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
21/06/24,2024,25,AllMarket,136,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
21/06/24,2024,25,AllMarket,89,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
21/06/24,2024,25,AmazonPay Cashback - Jun’24,-102,Regular,Credit,Cashback,Digital Wallet,AmazonPay
21/06/24,2024,25,Debit for Negative Reward Points,91,One-Time,AMC & Fees,Credit Card,Credit Card,SBI Ola
21/06/24,2024,25,Parking - Phoenix Market City,120,Regular,Car,Parking,Digital Wallet,HDFC FasTag
22/06/24,2024,25,AllMarket,123,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
22/06/24,2024,25,Cafe Coffee Day - Sobha City,100,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
22/06/24,2024,25,iCloud 2TB - Jun’24,749,Regular,Subscription,Cloud Storage,Credit Card,ICICI AmazonPay
22/06/24,2024,25,YouTube Music - Jun’24,129,Regular,Subscription,Music,Credit Card,ICICI AmazonPay
22/06/24,2024,25,Namma Yatri - Auto Fare - Home to BMW Yelahanka,230,Regular,Travel,Cabs,UPI,Google Pay
22/06/24,2024,25,Lunch - House of Commons Yelahanka,480,Regular,Food,Dine-out,Credit Card,HDFC Diners Black
22/06/24,2024,25,Swiggy Breakfast,214,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
22/06/24,2024,25,Swiggy Dinner,376,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
23/06/24,2024,25,HDFC Swiggy Cashback - Jun’24,-1365,Regular,Credit,Cashback,Credit Card,HDFC Swiggy
23/06/24,2024,25,Subway Lunch - Bhartiya Mall,331,Regular,Food,Dine-out,Credit Card,HDFC Diners Black
23/06/24,2024,25,Movie - Chandu Champion - PVR Bharitya Mall,320,Regular,Entertainment,Cinema,Credit Card,HDFC Diners Black
23/06/24,2024,25,AllMarket,118,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
23/06/24,2024,25,AllMarket,136,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
23/06/24,2024,25,Parking - Bhartiya Mall,110,Regular,Car,Parking,Credit Card,HDFC TataNeu Infinity
23/06/24,2024,25,Swiggy Dinner,384,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
23/06/24,2024,25,Swiggy Dessert,234,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
24/06/24,2024,26,Birthday Gift - Puspendu Ghosh - Shaving Kit,5324,One-Time,Gifting,Birthday Gift,Credit Card,ICICI AmazonPay
24/06/24,2024,26,Swiggy Lunch,162,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
24/06/24,2024,26,Swiggy Dinner,271,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
25/06/24,2024,26,Third Wave Coffee Breakfast - BLR Airport Road,163.99,Regular,Food,Dine-out,Credit Card,HDFC Diners Black
25/06/24,2024,26,Third Wave Coffee Lunch - BLR Airport Road,320,Regular,Food,Dine-out,Credit Card,HDFC Diners Black
25/06/24,2024,26,AllMarket,118,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
25/06/24,2024,26,Namma Yatri - Auto Fare - BMW Yelahanka to TWC,94,Regular,Travel,Cabs,Credit Card,HDFC TataNeu Infinity
25/06/24,2024,26,Swiggy Dinner,279,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
25/06/24,2024,26,AllMarket,36,Regular,Food,Groceries,UPI,Google Pay
25/06/24,2024,26,Namma Yatri - Cab Fare - TWC to BMW Yelahanka,90,Regular,Travel,Cabs,UPI,Google Pay
26/06/24,2024,26,AllMarket,69,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
26/06/24,2024,26,AllMarket,80,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
26/06/24,2024,26,Swiggy Breakfast,267,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
26/06/24,2024,26,Swiggy Lunch,270,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
26/06/24,2024,26,Swiggy Dinner,270,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
27/06/24,2024,26,AllMarket,197,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
27/06/24,2024,26,Tyre Maintenance - Air Filling,40,Regular,Car,Maintenance & Repair,Credit Card,HDFC TataNeu Infinity
27/06/24,2024,26,Swiggy Breakfast,331,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
27/06/24,2024,26,Swiggy Dinner,547,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
28/06/24,2024,26,AmazonPay Wallet Reload - Gyftr Gift Card INR 1000,1029.5,Regular,Wallet Topup,AmazonPay,Credit Card,HDFC Diners Black
28/06/24,2024,26,AmazonPay Wallet Reload,-1000,Regular,Wallet Topup,AmazonPay,Digital Wallet,AmazonPay
28/06/24,2024,26,Tolls - BLR to Coorg (60 + 145 + 170 + 160),535,Regular,Car,Toll,Digital Wallet,AmazonPay
29/06/24,2024,26,"Poker Winnings - Bachelor Trip (12,000 INR - 10,370 INR)",-1630,One-Time,Credit,Cashback,UPI,Google Pay
30/06/24,2024,26,CRED Cashback - Jun’24,-57,Regular,Credit,Cashback,UPI,Cred
30/06/24,2024,26,Tolls - Coorg to BLR (170 + 160 + 145),475,Regular,Car,Toll,Digital Wallet,AmazonPay
01/07/24,2024,27,Swiggy Breakfast,267,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
01/07/24,2024,27,Swiggy Lunch,158,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
01/07/24,2024,27,Swiggy Dinner,211,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
01/07/24,2024,27,JioCinema - Jul’24,29,Regular,Subscription,OTT,Digital Wallet,AmazonPay
01/07/24,2024,27,YouTube Music - Jul’24,71,Regular,Subscription,Music,Digital Wallet,AmazonPay
02/07/24,2024,27,AllMarket,533,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
02/07/24,2024,27,Swiggy Breakfast,98,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
02/07/24,2024,27,Swiggy Lunch,307,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
03/07/24,2024,27,Jio Data Pack,666,Regular,Subscription,Mobile Data,Credit Card,ICICI AmazonPay
03/07/24,2024,27,PVR Snacks - Gourmet Popcorn,440,Regular,Food,Dine-out,Credit Card,HDFC Diners Black
03/07/24,2024,27,Magnolia Bakery Whitefield with Garima,566,Regular,Food,Dine-out,Credit Card,HDFC Diners Black
03/07/24,2024,27,Swiggy Breakfast,221,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
03/07/24,2024,27,Car Wash - Jul’24,800,Regular,Car,Car Wash & Detailing,UPI,Google Pay
04/07/24,2024,27,Parking - Phoenix Market City,120,Regular,Car,Parking,Credit Card,HDFC TataNeu Infinity
04/07/24,2024,27,Chaayos Indiranagar - Tea,135,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
04/07/24,2024,27,Swiggy Lunch,221,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
05/07/24,2024,27,Swiggy Lunch,255,Regular,Food,Swiggy,Credit Card,OneCard
05/07/24,2024,27,Parking - UB City,100,Regular,Car,Parking,Digital Wallet,AmazonPay
05/07/24,2024,27,Amazon Pay Cashback - Fastag Payments Jun’24,-18.25,Regular,Credit,Cashback,Digital Wallet,AmazonPay
05/07/24,2024,27,Amazon Pay Cashback - Fastag Payments Jun’24,-18.25,Regular,Credit,Cashback,Digital Wallet,AmazonPay
07/07/24,2024,27,A2B Shantinagar - Tea,90.5,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
08/07/24,2024,28,AllMarket,80,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
08/07/24,2024,28,Swiggy Lunch,437,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
09/07/24,2024,28,Swiggy Lunch,213,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
10/07/24,2024,28,AllMarket,108,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
10/07/24,2024,28,Swiggy Breakfast,245,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
10/07/24,2024,28,Swiggy Dinner,383,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
11/07/24,2024,28,Swiggy Breakfast,216,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
11/07/24,2024,28,Instamart,279,Regular,Food,Groceries,Credit Card,HDFC Swiggy
11/07/24,2024,28,Swiggy Dinner,412,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
12/07/24,2024,28,Bodycraft Membership taken 21 March 2024 (4/9),1222.22,Regular,Health & Wellness,Haircare,Credit Card,AMEX MRCC
12/07/24,2024,28,AllMarket,118,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
12/07/24,2024,28,AllMarket,80,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
12/07/24,2024,28,Swiggy Dinner,353,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
12/07/24,2024,28,Swiggy Dinner Refund,-106,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
13/07/24,2024,28,Magnolia Bakery Indiranagar with Duby,779,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
13/07/24,2024,28,Nomad Pizza Indiranagar with Duby,2132,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
14/07/24,2024,28,Araku Coffee with Duby,1910,Regular,Food,Dine-out,Credit Card,AMEX MRCC
14/07/24,2024,28,Street Food - Sobha City with Duby,250,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
14/07/24,2024,28,Parking - Nexus Koramangala,70,Regular,Car,Parking,Credit Card,HDFC TataNeu Infinity
14/07/24,2024,28,Daddy’s Indiranagar with Duby,1669,Regular,Food,Dine-out,Credit Card,HDFC TataNeu Infinity
14/07/24,2024,28,Instamart,329,Regular,Food,Groceries,Credit Card,HDFC Swiggy
15/07/24,2024,29,Swiggy Breakfast,283,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
16/07/24,2024,29,HDFC Tata Infinity Credit Card Joining Fee Reversal,-1768.82,One-Time,AMC & Fees,Credit Card,Credit Card,HDFC TataNeu Infinity
16/07/24,2024,29,Swiggy Breakfast,208,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
16/07/24,2024,29,Swiggy Lunch,491,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
16/07/24,2024,29,Swiggy Dessert,234,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
17/07/24,2024,29,Netflix - Jul’24,649,Regular,Subscription,OTT,Credit Card,HDFC Diners Black
17/07/24,2024,29,AllMarket,118,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
17/07/24,2024,29,Swiggy Breakfast,181,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
17/07/24,2024,29,Swiggy Lunch,284,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
18/07/24,2024,29,T-Shirt - Don’t Duck with Me,649,One-Time,Shopping,Fashion,Credit Card,HDFC TataNeu Infinity
18/07/24,2024,29,AllMarket,80,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
18/07/24,2024,29,Swiggy Lunch,234,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
18/07/24,2024,29,Swiggy Dinner,220,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
18/07/24,2024,29,Swiggy Dessert,256,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
18/07/24,2024,29,Zomato Breakfast,492.15,Regular,Food,Zomato,Credit Card,HDFC Swiggy
19/07/24,2024,29,AllMarket,90,Regular,Food,Groceries,Credit Card,HDFC TataNeu Infinity
19/07/24,2024,29,Swiggy Lunch,358,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
19/07/24,2024,29,Swiggy Lunch Refund,-179,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
19/07/24,2024,29,Swiggy Dinner,526,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
20/07/24,2024,29,Parking - Nexus Koramangala,100,Regular,Car,Parking,Credit Card,HDFC TataNeu Infinity
20/07/24,2024,29,Instamart,246,Regular,Food,Groceries,Credit Card,HDFC Swiggy
20/07/24,2024,29,Swiggy Dinner,305,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
20/07/24,2024,29,Movie - Bad Newz - PVR Koramangala,480.18,Regular,Entertainment,Cinema,Credit Card,OneCard
20/07/24,2024,29,Amintiri MG Road - Breakfast,597,Regular,Food,Dine-out,Credit Card,OneCard
20/07/24,2024,29,Mitico Coffee Roasters with Garima,1187,Regular,Food,Dine-out,Credit Card,AMEX MRCC
21/07/24,2024,29,Swiggy Breakfast,352,Regular,Food,Swiggy,Credit Card,HDFC Swiggy
21/07/24,2024,29,Parking - UB City,100,Regular,Car,Parking,Digital Wallet,AmazonPay
